iter	RMSE
205	0.06925984105
206	0.06914657594
207	0.06896140121
208	0.06876902968
209	0.06865140417
210	0.06851774841
211	0.06838998205
212	0.06825075978
213	0.0681576722
214	0.06801265352
215	0.06792803695
216	0.06777439183
217	0.06761590149
218	0.06752307707
219	0.06738534714
220	0.0673226811
221	0.06719584665
222	0.06689173492
223	0.06683878493
224	0.06677663116
225	0.06647081573
226	0.06641527581
227	0.06631615625
228	0.06627729222
229	0.0661109044
230	0.06599854186
231	0.06584115424
232	0.06571306456
233	0.06566487104
234	0.06544537546
235	0.06533387999
236	0.06528273845
237	0.06515240036
238	0.06489186348
239	0.06477457054
240	0.06472729283
241	0.0645870163
242	0.06443565979
243	0.06436106184
244	0.0642607046
245	0.06407656873
246	0.0639891678
247	0.06394433226
248	0.0637488244
249	0.06364854055
250	0.0634853052
251	0.06337061087
252	0.06330815933
253	0.06323166917
254	0.06321273383
255	0.0631139626
256	0.06300484937
257	0.06290354869
258	0.06283000609
259	0.06268152716
260	0.06261576945
261	0.06252288617
262	0.06238015171
263	0.06235546689
264	0.06223150938
265	0.06216414414
266	0.06210797227
267	0.061936555
268	0.06181487613
269	0.06168998883
270	0.06158119668
271	0.06146481832
272	0.06140668041
273	0.06127205421
274	0.06119286444
275	0.06115904175
276	0.06099614938
277	0.0608942224
278	0.06082770135
279	0.06071673506
280	0.06065228636
281	0.06054896127
282	0.06053176481
283	0.0604113791
284	0.06032406992
285	0.06027314636
286	0.06017877476
287	0.06011033275
288	0.05999216855
289	0.05993873458
290	0.05977110723
291	0.05975515085
292	0.05965349533
293	0.05951214613
294	0.05938182351
295	0.05935082581
296	0.05929925821
297	0.05912687399
298	0.05905146849
299	0.05897628429
300	0.05892897698
301	0.05881025194
302	0.05870544655
303	0.05858627644
304	0.05848119194
305	0.05840811792
306	0.05835712604
307	0.05825459246
308	0.05817661255
309	0.05807570891
310	0.05799140779
311	0.05785347264
312	0.05779327702
313	0.05770303872
314	0.05759252735
315	0.05751667304
316	0.05747076323
317	0.05731399099
318	0.05722480019
319	0.05718872242
320	0.05705567795
321	0.05698709307
322	0.0568738501
323	0.05666865786
324	0.05658223566
325	0.056509329
326	0.05640213947
327	0.05636122044
328	0.05630649914
329	0.05619095877
330	0.05608382371
331	0.05596660037
332	0.05589052472
333	0.05580531023
334	0.05565273018
335	0.05557731723
336	0.05551341151
337	0.05534766653
338	0.05527571545
339	0.05517019137
340	0.05512325487
341	0.05505419733
342	0.05494520759
343	0.05483844042
344	0.05475165407
345	0.05465066825
346	0.05458318306
347	0.05448874594
348	0.05434482097
349	0.05427343564
350	0.05419674318
351	0.054081801
352	0.05393685517
353	0.05385875293
354	0.05378250719
355	0.05370423853
356	0.0536279946
357	0.05350064442
358	0.05344890867
359	0.05336445335
360	0.05333893233
361	0.05321085029
362	0.05310768922
363	0.05306570546
364	0.05302981234
365	0.05297401237
366	0.05288322004
367	0.05277029932
368	0.05266824123
369	0.05263467453
370	0.05258017639
371	0.0525536453
372	0.05245733735
373	0.05241625838
374	0.05237263849
375	0.05233430831
376	0.05224983106
377	0.05217820085
378	0.052103122
379	0.0519974693
380	0.05189944997
381	0.05186316105
382	0.05181430481
383	0.05174874875
384	0.05167166045
385	0.05161036514
386	0.05158329193
387	0.05154279565
388	0.0514634276
389	0.0513116811
390	0.05123885754
391	0.05117856796
392	0.05111966492
393	0.05099685649
394	0.05091240866
395	0.05087824203
396	0.05081276858
397	0.05076892202
398	0.05069796188
399	0.05060212022
400	0.05056496738
401	0.0504766349
402	0.05042445191
403	0.05029384708
404	0.05022080702
405	0.05016336784
406	0.05011355519
407	0.05001913201
408	0.04991038583
409	0.04987173116
410	0.04982476723
411	0.04975204018
412	0.04971997499
413	0.04965053898
414	0.04957466288
415	0.04951235391
416	0.04947145261
417	0.04938207032
418	0.04932851474
419	0.0492960074
420	0.04921820705
421	0.04914792782
422	0.04907471919
423	0.04901159455
424	0.04898367247
425	0.04894674193
426	0.04883985632
427	0.04873205716
428	0.04871164704
429	0.04862824914
430	0.04853717762
431	0.0484585413
432	0.04842348126
433	0.04837095699
434	0.04833882158
435	0.04827718921
436	0.04822232846
437	0.0481844684
438	0.04812299889
439	0.04804075672
440	0.04800879725
441	0.0479480423
442	0.0479191267
443	0.04784929582
444	0.04776972712
445	0.04767527465
446	0.04760456014
447	0.04755447572
448	0.0474939798
449	0.04746720008
450	0.0473970225
451	0.04733896635
452	0.04728418227
453	0.04722612756
454	0.04718489608
455	0.04712529773
456	0.04706327896
457	0.04691309971
458	0.04681821591
459	0.04674717984
460	0.0467216185
461	0.04666905448
462	0.04661812476
463	0.04659177993
464	0.04655753515
465	0.04649753645
466	0.04639208548
467	0.04626994143
468	0.04621425753
469	0.04615651004
470	0.04610541339
471	0.04604979686
472	0.04599435186
473	0.04595503421
474	0.04591808377
475	0.04583087312
476	0.04580351411
477	0.04574886417
478	0.04567732821
479	0.04563238964
480	0.04561147541
481	0.0455568576
482	0.04551183355
483	0.04545041005
484	0.04539429733
485	0.04537725089
486	0.04532014588
487	0.04527119995
488	0.04523684673
489	0.04521011932
490	0.04516881689
491	0.04513524226
492	0.04505868673
493	0.04501486597
494	0.04497877698
495	0.04491959322
496	0.04488199549
497	0.04480125484
498	0.04476423829
499	0.04469725976
500	0.04465557249
501	0.04461776883
502	0.04460150489
503	0.0445327771
504	0.04448896158
505	0.04445519536
506	0.04441417058
507	0.0443610416
508	0.04432145499
509	0.04428133455
510	0.04421569414
511	0.04416042182
512	0.04407434416
513	0.04401810893
514	0.04397224625
515	0.0439348988
516	0.04386287375
517	0.04383465292
518	0.04377831792
519	0.04372153693
520	0.04369189254
521	0.04366788197
522	0.0436310923
523	0.04360706141
524	0.04359307217
525	0.04357784265
526	0.0435340707
527	0.04349695992
528	0.0434248109
529	0.04334824619
530	0.04331710386
531	0.04326865012
532	0.04321310988
533	0.04316836439
534	0.0431360988
535	0.04311709742
536	0.04305370376
537	0.04299362248
538	0.04295534986
539	0.04288634446
540	0.04286214328
541	0.0428220229
542	0.04275348782
543	0.04267571736
544	0.04262205588
545	0.04254876936
546	0.04249302809
547	0.04243783211
548	0.04237319446
549	0.04232337731
550	0.04227971412
551	0.04223464785
552	0.04219420474
553	0.04213056157
554	0.04209300354
555	0.04202936637
556	0.04200282145
557	0.04197854326
558	0.04193737281
559	0.04189792861
560	0.04186628316
561	0.04182421983
562	0.04180448771
563	0.04178749934
564	0.04174109484
565	0.04168115265
566	0.04165171145
567	0.04161345387
568	0.04158564116
569	0.04155644109
570	0.04152033077
571	0.04148205197
572	0.0414341733
573	0.04142137209
574	0.04139845547
575	0.0413581038
576	0.04130489502
577	0.04126459592
578	0.04116750815
579	0.0411239208
580	0.04107930002
581	0.04104140757
582	0.04097308085
583	0.04094806437
584	0.04089996456
585	0.04081210713
586	0.04076198782
587	0.04071403865
588	0.04067933058
589	0.04065487522
590	0.04063173439
591	0.04057575359
592	0.04052768062
593	0.04050474574
594	0.0404844979
595	0.0404378237
596	0.04041148372
597	0.0403771842
598	0.04034236101
599	0.04029634938
600	0.04026448507
601	0.04022136027
602	0.04018629973
603	0.04016442728
604	0.04013569266
605	0.0400835494
606	0.04004187575
607	0.03997516242
608	0.03991347536
609	0.03988520684
610	0.03986412151
611	0.03983877696
612	0.03981491356
613	0.03973982717
614	0.03970349321
615	0.03965606187
616	0.03963451324
617	0.0395796328
618	0.03953436566
619	0.03947517851
620	0.0394221212
621	0.03938037896
622	0.03936440666
623	0.03934169075
624	0.03929783186
625	0.03926875364
626	0.03924031316
627	0.039208424
628	0.03915752346
629	0.03910035031
630	0.03905567919
631	0.03901826491
632	0.03898073278
633	0.03895277245
634	0.0389264356
635	0.03889474363
636	0.03887093711
637	0.0388316893
638	0.03881528284
639	0.03876606611
640	0.03873565387
641	0.03866335295
642	0.03863846085
643	0.03861933884
644	0.03859550877
645	0.03857457157
646	0.03856118586
647	0.03854428052
648	0.03850626569
649	0.03844100933
650	0.03841153267
651	0.03837428622
652	0.03834217567
653	0.03832188535
654	0.03828823725
655	0.03826665399
656	0.03823920338
657	0.03821053559
658	0.03819152096
659	0.03815946907
660	0.03812681012
661	0.03808296359
662	0.03803475808
663	0.03800864302
664	0.03797658382
665	0.03796116982
666	0.03793503692
667	0.03789782989
668	0.0378720691
669	0.03784175237
670	0.0377858094
671	0.03774907604
672	0.03772296333
673	0.03770106608
674	0.03765556783
675	0.03761854433
676	0.03758042369
677	0.03756079283
678	0.03752559653
679	0.03750100886
680	0.037472697
681	0.03740210368
682	0.03733577002
683	0.03729963683
684	0.03726417041
685	0.03723454237
686	0.03718418291
687	0.03715174508
688	0.03713404862
689	0.03709303563
690	0.03707048694
691	0.03704361498
692	0.03701861175
693	0.03699137722
694	0.03697162726
695	0.03694349992
696	0.03691740334
697	0.03689558902
698	0.03683606409
699	0.03679330356
700	0.03675523635
701	0.03672394409
702	0.03669920432
703	0.03662672136
704	0.03660259272
705	0.03654825564
706	0.03653408186
707	0.03648813007
708	0.03646652483
709	0.03645074327
710	0.03643077383
711	0.0364053016
712	0.03635401278
713	0.03633047201
714	0.0363081528
715	0.03628723056
716	0.03626087709
717	0.03624502394
718	0.03621805722
719	0.03617617951
720	0.03615799041
721	0.03614526424
722	0.03612385456
723	0.03608991145
724	0.03607245719
725	0.03601992422
726	0.03597757979
727	0.03595438419
728	0.03593509844
729	0.03587795571
730	0.03584771787
731	0.03582339168
732	0.03579180692
733	0.0357656064
734	0.0357409651
735	0.03572005226
736	0.03566492519
737	0.0356411741
738	0.03560942152
739	0.03558523261
740	0.03555761398
741	0.03553064829
742	0.03550631938
743	0.03549270195
744	0.0354702952
745	0.03544691033
746	0.03542116855
747	0.03540570607
748	0.03540485837
749	0.03539475588
750	0.03536336955
751	0.03534544586
752	0.03529852585
753	0.03528103107
754	0.03526033046
755	0.03523318325
756	0.03520510482
757	0.03517736017
758	0.03514387526
759	0.0351161267
760	0.03507914396
761	0.03504744898
762	0.03503961216
763	0.03502644998
764	0.03500620408
765	0.03498258824
766	0.03495930653
767	0.03494250609
768	0.03491931924
769	0.034884034
770	0.03485980664
771	0.03482112435
772	0.03478010077
773	0.03475357888
774	0.034737095
775	0.03472534829
776	0.03471310459
777	0.03469488052
778	0.03467801437
779	0.03461387928
780	0.03459972237
781	0.03455922216
782	0.03454031336
783	0.03450434105
784	0.03449118471
785	0.03447553222
786	0.03443147679
787	0.03440130854
788	0.03438421938
789	0.03434114775
790	0.03432742683
791	0.03430309942
792	0.03427987848
793	0.03422158511
794	0.03418199606
795	0.0341483744
796	0.03412937901
797	0.0340985453
798	0.03406731216
799	0.03404787458
800	0.03402500095
801	0.03400686407
802	0.03395886699
803	0.03394435579
804	0.03393390912
805	0.03390884872
806	0.03389200045
807	0.03385793678
808	0.03383632377
809	0.03381268484
810	0.03379540871
811	0.03375414674
812	0.03373036976
813	0.03371926614
814	0.0337021651
815	0.03367222564
816	0.03364699838
817	0.03363290235
818	0.03359457535
819	0.03357341119
820	0.03353916968
821	0.03351484396
822	0.03348025978
823	0.03346534326
824	0.0334476514
825	0.03342844072
826	0.03341318703
827	0.03339993076
828	0.03337603826
829	0.03335555733
830	0.03333530742
831	0.03332116078
832	0.0332922164
833	0.03326584049
834	0.03324971458
835	0.03320339711
836	0.03316782932
837	0.03315298687
838	0.03312792415
839	0.03308470041
840	0.03306435379
841	0.03304015458
842	0.03302563095
843	0.03301017683
844	0.03298630085
845	0.03297536435
846	0.03295668463
847	0.03292322504
848	0.03289593832
849	0.0328699932
850	0.03284991432
851	0.03282754729
852	0.03280677121
853	0.03278942283
854	0.03277273001
855	0.03273836633
856	0.03268929499
857	0.0326572152
858	0.03263238271
859	0.0325885551
860	0.03257641192
861	0.03255634723
862	0.03254066055
863	0.03250504371
864	0.03248708763
865	0.03246637147
866	0.03244575333
867	0.03241524652
868	0.03240333477
869	0.03238210237
870	0.03236247938
871	0.0323476541
872	0.03232334195
873	0.03231036542
874	0.03229118651
875	0.03225495341
876	0.03223162145
877	0.03220578285
878	0.03216928745
879	0.03215067652
880	0.03213469957
881	0.03211993172
882	0.0321100452
883	0.03208349035
884	0.03206655006
885	0.03206580787
886	0.03204642176
887	0.03203493779
888	0.03200504755
889	0.03196629155
890	0.03195156097
891	0.0319334068
892	0.03192699898
893	0.03190940285
894	0.03188857478
895	0.03187422873
896	0.0318640709
897	0.03184498118
898	0.03182426445
899	0.03180624237
900	0.03179013377
901	0.03176368224
902	0.03172950344
903	0.03171318639
904	0.03169215976
905	0.03167339553
906	0.03164131567
907	0.03162809397
908	0.03161354864
909	0.03160136126
910	0.03156759991
911	0.03155147877
912	0.03152980572
913	0.03151043968
914	0.03149308455
915	0.0314426007
916	0.03141576532
917	0.03139638084
918	0.03138163817
919	0.03136124728
920	0.03133293463
921	0.0313140855
922	0.03130010904
923	0.03127222489
924	0.03124877361
925	0.03123552197
926	0.03121743189
927	0.03118542662
928	0.03116914946
929	0.03116019129
930	0.0311455423
931	0.03111223868
932	0.03109318904
933	0.03107099692
934	0.03104974265
935	0.03103478445
936	0.03101950903
937	0.03100484116
938	0.0309799727
939	0.03097401733
940	0.03095707003
941	0.03093554755
942	0.03092145576
943	0.03090770821
944	0.03088612153
945	0.03086822453
946	0.03085289434
947	0.03083830084
948	0.03079693757
949	0.03077712833
950	0.03075787377
951	0.03073979666
952	0.03072496196
953	0.03070039743
954	0.03067659212
955	0.03064544095
956	0.03062554164
957	0.03061134762
958	0.03059204637
959	0.03057582259
960	0.03056716632
961	0.03054998359
962	0.03053185299
963	0.03051873881
964	0.03049718564
965	0.03048063751
966	0.03046968682
967	0.03044838943
968	0.03042253362
969	0.03040580661
970	0.03038069264
971	0.03036802902
972	0.03033569644
973	0.03032466807
974	0.03030281218
975	0.03027281533
976	0.0302506028
977	0.03023889339
978	0.03021013026
979	0.03017805815
980	0.03015470626
981	0.03014086818
982	0.03010810114
983	0.03009084577
984	0.03007329386
985	0.0300523848
986	0.03003365853
987	0.03001981112
988	0.0300024746
989	0.02997216973
990	0.02996020146
991	0.0299524481
992	0.02993067894
993	0.02991254139
994	0.02989872883
995	0.02988232895
996	0.02986080942
997	0.02984576904
998	0.02981744304
999	0.02978312912
